Interval=,0.1 s,,,,,,,
ExcelDateTime=,4.43E+04,47:56.7,,,,,,
TimeFormat=,StartOfBlock,,,,,,,
DateFormat=,,,,,,,,
ChannelTitle=,Finger Pressure,Systolic,Mean Arterial,Diastolic,Heart Rate,DCS 1cm,DCS 3cm,
Range=,400 mmHg,400 mmHg,400 mmHg,400 mmHg,400 beats/min,400 BFI,400 BFI,
85.4,98.4,142,98.3,85.3,65.85,2.14E-09,7.40E-09,
85.5,90.9,142,98,85,66,2.58E-09,3.97E-09,
85.6,91.15,142,98,85,66,2.26E-09,4.66E-09,
85.7,89.1,142,98,85,66,1.51E-09,3.63E-09,
85.8,87.3,142,98,85,66,2.38E-09,2.99E-09,
85.9,90.95,142,98,85,66,2.25E-09,4.50E-09,
86,129.15,142,98,85,66,5.47E-09,1.69E-08,
86.1,93.75,142,98,85,66,3.46E-09,6.08E-09,
86.2,103.2,142,98,85,66,2.68E-09,6.75E-09,
86.3,101.3,141.45,97.45,84.45,64.9,2.08E-09,5.36E-09,
86.4,91.35,141,97,84,64,2.62E-09,3.71E-09,
86.5,91.35,141,97,84,64,1.94E-09,3.59E-09,
86.6,89.75,141,97,84,64,1.81E-09,3.19E-09,
86.7,87.45,141,97,84,64,1.81E-09,4.05E-09,
86.8,87.8,141,97,84,64,1.79E-09,2.73E-09,
86.9,128.8,141,97,84,64,3.64E-09,6.55E-09,
87,95.6,141,97,84,64,3.45E-09,5.77E-09,
87.1,100.4,141,97,84,64,2.53E-09,5.07E-09,
87.2,103.15,140.6,97,84.4,64.4,2.60E-09,8.64E-09,
87.3,91.45,140,97,85,65,2.24E-09,3.91E-09,
87.4,91.25,140,97,85,65,1.70E-09,4.54E-09,
87.5,89.7,140,97,85,65,1.47E-09,4.64E-09,
87.6,87.75,140,97,85,65,1.62E-09,4.54E-09,
87.7,89,140,97,85,65,1.46E-09,4.20E-09,
87.8,128.6,140,97,85,65,3.99E-09,1.41E-08,
87.9,94.65,140,97,85,65,3.72E-09,8.95E-09,
88,101.7,139.45,97,85,65,3.03E-09,5.23E-09,
88.1,102.1,139,97,85,65,2.48E-09,6.39E-09,
88.2,91.2,139,97,85,65,1.16E-09,3.76E-09,
88.3,91,139,97,85,65,2.03E-09,6.13E-09,
88.4,89.75,139,97,85,65,1.97E-09,3.39E-09,
88.5,87.35,139,97,85,65,2.34E-09,3.46E-09,
88.6,93.4,139,97,85,65,2.16E-09,3.21E-09,
88.7,125.65,139,97,85,65,4.68E-09,1.23E-08,
88.8,91.6,139,97,85,65,3.00E-09,6.34E-09,
88.9,103.7,139,97,85,65,2.86E-09,5.45E-09,
89,98.65,138.7,97,85,65.6,2.00E-09,5.22E-09,
89.1,90.5,138,97,85,67,2.71E-09,5.13E-09,
89.2,90.45,138,97,85,67,2.05E-09,4.58E-09,
89.3,89.1,138,97,85,67,8.55E-10,4.61E-09,
89.4,86.65,138,97,85,67,2.20E-09,4.52E-09,
89.5,101.9,138,97,85,67,2.48E-09,3.89E-09,
89.6,117.6,138,97,85,67,5.17E-09,6.80E-09,
89.7,91.55,138,97,85,67,3.24E-09,5.10E-09,
89.8,105.15,138,97,85,67,2.41E-09,8.00E-09,
89.9,94.85,136.2,97,85,67.45,1.96E-09,4.39E-09,
90,90.05,134,97,85,68,1.89E-09,3.86E-09,
90.1,90.15,134,97,85,68,2.22E-09,4.28E-09,
90.2,88.6,134,97,85,68,1.68E-09,4.42E-09,
90.3,85.65,134,97,85,68,1.91E-09,2.51E-09,
90.4,118.05,134,97,85,68,3.44E-09,7.24E-09,
90.5,97.25,134,97,85,68,4.95E-09,7.54E-09,
90.6,92.3,134,97,85,68,2.33E-09,4.22E-09,
90.7,99.85,134,97,85,68,2.66E-09,4.55E-09,
90.8,88.25,127.5,97,85,68,2.68E-09,4.07E-09,
90.9,87.05,124,97,85,68,2.70E-09,3.98E-09,
91,86.75,124,97,85,68,2.75E-09,3.45E-09,
91.1,84.6,124,97,85,68,2.18E-09,3.74E-09,
91.2,84.9,124,97,85,68,2.35E-09,4.26E-09,
91.3,115.75,124,97,85,68,4.23E-09,9.43E-09,
91.4,87.65,124,97,85,68,2.18E-09,5.13E-09,
91.5,92.55,124,97,85,68,1.55E-09,4.12E-09,
91.6,93.2,124.9,97,85,68.1,1.50E-09,3.96E-09,
91.7,85.45,142,97,85,70,1.83E-09,3.32E-09,
91.8,84.1,142,97,85,70,2.43E-09,2.78E-09,#* apnea start 
91.9,84.2,142,97,85,70,1.76E-09,3.64E-09,
92,95.5,142,97,85,70,1.74E-09,3.70E-09,
92.1,128.95,142,97,85,70,5.64E-09,1.29E-08,
92.2,104.5,142,97,85,70,3.33E-09,6.20E-09,
92.3,103.9,142,97,85,70,2.43E-09,4.73E-09,
92.4,102.9,142,97,85,70,2.66E-09,6.78E-09,
92.5,93.45,145.25,96,84.75,69.5,1.97E-09,5.99E-09,
92.6,91.85,155,93,84,68,2.23E-09,4.44E-09,
92.7,92.15,155,93,84,68,3.01E-09,4.43E-09,
92.8,140.35,155,93,84,68,4.62E-09,7.58E-09,
92.9,125.4,155,93,84,68,4.47E-09,9.96E-09,
93,115.7,155,93,84,68,4.73E-09,6.92E-09,
93.1,114.7,155,93,84,68,4.10E-09,4.30E-09,
93.2,104.6,155,93,84,68,3.00E-09,7.94E-09,
93.3,99.55,155,93,84,68,2.63E-09,6.29E-09,
93.4,97.15,155,93,84,68,3.11E-09,5.57E-09,
93.5,140.05,160.2,93,84,68,3.81E-09,7.41E-09,
93.6,137.8,163,93,84,68,5.73E-09,1.35E-08,
93.7,124.75,163,93,84,68,6.07E-09,1.40E-08,
93.8,118,163,93,84,68,3.91E-09,9.49E-09,
93.9,110.35,163,93,84,68,3.57E-09,1.11E-08,
94,102.8,164.4,92.6,83.6,70,3.26E-09,5.54E-09,
94.1,99.95,170,93.4,82.2,78.6,2.82E-09,5.30E-09,
94.2,97.3,170,103,83,81,3.63E-09,7.43E-09,
94.3,120.25,170,103,83,81,2.82E-09,7.52E-09,
94.4,151.85,170,103,83,81,7.15E-09,1.20E-08,
94.5,134.5,170,103,83,81,7.87E-09,1.21E-08,
94.6,119.5,170,103,83,81,4.99E-09,1.17E-08,
94.7,119,170,103.5,83.35,81.15,4.69E-09,9.01E-09,
94.8,107.9,170,113,90,84,3.21E-09,1.13E-08,
94.9,104.05,170,113,90,84,3.42E-09,5.58E-09,
95,101.15,170,113,90,84,2.82E-09,9.13E-09,
95.1,97.1,170,113,90,84,3.00E-09,3.80E-09,
95.2,94.3,170,113,90,84,2.52E-09,3.64E-09,
95.3,115.2,170,113,90,84,2.69E-09,4.07E-09,
95.4,153.45,170,113,90,84,7.21E-09,1.91E-08,
95.5,135.2,170,113,90,84,6.69E-09,1.12E-08,
95.6,121.1,170.7,114.4,94.2,75.6,4.92E-09,1.01E-08,
95.7,121.4,171,115,96,72,5.52E-09,1.04E-08,
95.8,109.65,171,115,96,72,4.23E-09,8.62E-09,
95.9,105.9,171,115,96,72,3.28E-09,4.72E-09,
96,103.4,171,115,96,72,3.42E-09,7.73E-09,
96.1,99.75,171,115,96,72,2.90E-09,5.55E-09,
96.2,105.4,171,115,96,72,3.00E-09,4.77E-09,
96.3,158.8,171,115,96,72,7.78E-09,1.39E-08,
96.4,140.45,171,115,96,72,7.46E-09,1.35E-08,
96.5,122.1,171,115,96,72,6.77E-09,1.17E-08,
96.6,126,171,115,95.4,68.1,4.50E-09,1.00E-08,
96.7,112.15,171,115,94,59,3.92E-09,8.73E-09,
96.8,106.9,171,115,94,59,3.76E-09,6.35E-09,
96.9,103.8,171,115,94,59,3.06E-09,5.12E-09,
97,99.55,171,115,94,59,2.96E-09,6.01E-09,
97.1,97.6,171,115,94,59,3.12E-09,4.94E-09,
97.2,98.65,171,115,94,59,2.15E-09,4.25E-09,
97.3,156.15,171,115,94,59,6.38E-09,1.43E-08,
97.4,142.9,171,115,94,59,7.49E-09,1.06E-08,
97.5,128.8,171,115,94,59,6.57E-09,8.15E-09,
97.6,125.35,171,115,94,59,4.64E-09,1.11E-08,
97.7,114.25,170.4,116.8,93.4,62.6,4.04E-09,6.14E-09,
97.8,106.7,170,118,93,65,4.01E-09,5.30E-09,
97.9,103.9,170,118,93,65,3.49E-09,6.24E-09,
98,99.85,170,118,93,65,3.45E-09,4.25E-09,
98.1,95.95,170,118,93,65,2.85E-09,4.99E-09,
98.2,93.45,170,118,93,65,3.24E-09,4.80E-09,
98.3,91.15,170,118,93,65,2.94E-09,2.92E-09,
98.4,89.4,170,118,93,65,2.96E-09,2.74E-09,
98.5,88.6,170,118,93,65,2.41E-09,2.75E-09,
98.6,141.1,170,118,93,65,3.88E-09,9.43E-09,
98.7,138.05,168.8,117.7,94.2,63.2,7.15E-09,1.03E-08,
98.8,132.25,166,117,97,59,5.96E-09,1.16E-08,
98.9,118.2,166,117,97,59,3.78E-09,6.11E-09,
99,113.8,166,117,97,59,4.13E-09,6.88E-09,
99.1,104.5,166,117,97,59,3.62E-09,6.02E-09,
99.2,100.45,166,117,97,59,3.48E-09,4.37E-09,
99.3,97.3,166,117,97,59,2.93E-09,6.31E-09,
99.4,93.4,166,117,97,59,2.44E-09,3.93E-09,
99.5,90.45,166,117,97,59,2.76E-09,3.07E-09,
99.6,88.9,166,117,97,59,2.52E-09,3.71E-09,
99.7,88.5,166,117,97,59,2.06E-09,3.11E-09,
99.8,140.6,165.7,116.65,96.85,58.3,4.12E-09,6.01E-09,
99.9,130.1,160,110,94,45,6.47E-09,1.28E-08,
100,123.75,160,110,94,45,5.72E-09,6.71E-09,
100.1,113.55,160,110,94,45,3.38E-09,7.63E-09,
100.2,108.45,160,110,94,45,3.16E-09,6.28E-09,
100.3,99.45,160,110,94,45,2.48E-09,5.01E-09,
100.4,96.05,160,110,94,45,2.99E-09,5.31E-09,
100.5,93.45,160,110,94,45,2.40E-09,3.99E-09,
100.6,89.9,160,110,94,45,2.87E-09,6.15E-09,
100.7,87.65,160,110,94,45,2.93E-09,3.23E-09,
100.8,86.5,160,110,94,45,3.07E-09,3.23E-09,
100.9,131.05,160,110,94,45,4.19E-09,5.71E-09,
101,125.95,159.4,109.85,93.1,45.75,6.32E-09,1.06E-08,
101.1,118.25,156,109,88,50,4.39E-09,1.24E-08,
101.2,108.5,156,109,88,50,3.44E-09,1.07E-08,
101.3,104.95,156,109,88,50,2.93E-09,1.03E-08,
101.4,95.7,156,109,88,50,3.15E-09,4.38E-09,
101.5,92.9,156,109,88,50,2.54E-09,3.70E-09,
101.6,90.35,156,109,88,50,3.11E-09,2.91E-09,
101.7,87.5,156,109,88,50,2.62E-09,4.92E-09,
101.8,85.05,156,109,88,50,3.01E-09,3.10E-09,
101.9,116.05,156,109,88,50,2.66E-09,3.86E-09,
102,129.05,156,109,88,50,4.99E-09,1.12E-08,
102.1,116,156,109,88,50,5.36E-09,1.12E-08,
102.2,103.8,153,106,87,54,3.37E-09,6.34E-09,
102.3,104.5,153,106,87,54,2.53E-09,6.45E-09,
102.4,93.8,153,106,87,54,2.57E-09,4.42E-09,
102.5,90.3,153,106,87,54,2.47E-09,4.95E-09,
102.6,88.3,153,106,87,54,3.11E-09,3.40E-09,
102.7,85.95,153,106,87,54,2.57E-09,3.43E-09,
102.8,89.05,153,106,87,54,2.36E-09,2.62E-09,
102.9,138.7,153,106,87,54,5.35E-09,8.11E-09,
103,116.15,153,106,87,54,4.63E-09,1.07E-08,
103.1,107.3,153,106,87,54,4.30E-09,6.08E-09,
103.2,104.1,150.6,104.4,86.2,58,2.94E-09,8.58E-09,
103.3,95.7,150,104,86,59,3.19E-09,5.51E-09,
103.4,89,150,104,86,59,3.48E-09,5.33E-09,
103.5,86.95,150,104,86,59,3.00E-09,3.94E-09,
103.6,84.55,150,104,86,59,2.84E-09,3.89E-09,
103.7,82.05,150,104,86,59,1.85E-09,3.08E-09,
103.8,94.05,150,104,86,59,2.53E-09,2.52E-09,
103.9,135.45,150,104,86,59,6.25E-09,1.06E-08,
104,113.75,150,104,86,59,5.43E-09,1.06E-08,
104.1,101.7,149.3,103.3,85.65,60.4,3.83E-09,4.69E-09,
104.2,101.5,148,102,85,63,2.58E-09,4.37E-09,
104.3,91.9,148,102,85,63,2.22E-09,4.92E-09,
104.4,86.1,148,102,85,63,2.86E-09,2.41E-09,
104.5,84.25,148,102,85,63,2.47E-09,2.87E-09,
104.6,81.75,148,102,85,63,2.83E-09,2.47E-09,
104.7,79.6,148,102,85,63,3.05E-09,2.50E-09,
104.8,91.85,148,102,85,63,2.03E-09,2.35E-09,
104.9,132.6,148,102,85,63,4.80E-09,1.37E-08,
105,109.8,148,102,85,63,4.80E-09,1.06E-08,
105.1,98.4,146.35,100.35,84.45,61.9,3.62E-09,4.01E-09,
105.2,98.45,145,99,84,61,2.45E-09,5.54E-09,
105.3,89.45,145,99,84,61,2.31E-09,3.36E-09,
105.4,83.4,145,99,84,61,2.33E-09,2.47E-09,
105.5,80.95,145,99,84,61,2.73E-09,2.88E-09,
105.6,79.65,145,99,84,61,2.50E-09,2.31E-09,
105.7,77.85,145,99,84,61,2.05E-09,2.33E-09,
105.8,118.9,145,99,84,61,2.91E-09,5.95E-09,
105.9,110.8,145,99,84,61,4.78E-09,8.55E-09,
106,100.1,145,99,84,61,3.11E-09,6.06E-09,
106.1,93.35,142.8,97.9,82.35,60.45,2.33E-09,3.55E-09,
106.2,91.1,139.8,97,81,60,2.39E-09,4.18E-09,
106.3,82.95,137,97,81,60,3.04E-09,2.69E-09,
106.4,80.3,137,97,81,60,2.29E-09,1.75E-09,
106.5,79,137,97,81,60,2.14E-09,3.62E-09,
106.6,77.25,137,97,81,60,2.32E-09,2.49E-09,
106.7,116.25,137,97,81,60,2.56E-09,4.10E-09,
106.8,106.95,137,97,81,60,4.25E-09,8.84E-09,
106.9,94.2,137,97,81,60,1.69E-09,8.07E-09,
107,91.5,137,97,81,60,1.74E-09,3.50E-09,
107.1,88.1,136.2,95.4,78.6,62.4,2.11E-09,2.77E-09,
107.2,81.25,136,95,78,63,2.56E-09,2.54E-09,
107.3,79.1,136,95,78,63,2.54E-09,2.57E-09,
107.4,78.1,136,95,78,63,2.54E-09,2.65E-09,
107.5,98,136,95,78,63,2.75E-09,2.79E-09,
107.6,119.9,136,95,78,63,4.89E-09,1.22E-08,
107.7,98.4,136,95,78,63,3.58E-09,4.30E-09,
107.8,89.85,136,95,78,63,2.99E-09,3.69E-09,
107.9,90.75,136,95,78,63,1.93E-09,3.67E-09,
108,81.75,136,95,78,63,2.43E-09,3.56E-09,
108.1,78.15,136.2,94.6,77.8,63.8,2.74E-09,2.45E-09,
108.2,77.05,137,93,77,67,1.75E-09,3.16E-09,
108.3,85.05,137,93,77,67,1.81E-09,2.29E-09,
108.4,125.75,137,93,77,67,3.67E-09,8.38E-09,
108.5,101.9,137,93,77,67,3.90E-09,8.45E-09,
108.6,91.45,137,93,77,67,2.42E-09,4.97E-09,
108.7,91.2,137,93,77,67,1.74E-09,3.98E-09,
108.8,83.85,136.25,91.5,76.25,70.75,1.64E-09,3.68E-09,
108.9,78.3,136,91,76,72,2.50E-09,2.44E-09,
109,76.5,136,91,76,72,2.54E-09,2.13E-09,
109.1,75,136,91,76,72,1.96E-09,2.20E-09,
109.2,87.25,136,91,76,72,1.44E-09,2.22E-09,
109.3,124,136,91,76,72,3.70E-09,1.53E-08,
109.4,99.85,136,91,76,72,4.14E-09,1.11E-08,
109.5,89.5,136,91,76,72,2.53E-09,4.16E-09,
109.6,90.55,134.5,91,76.5,72,1.95E-09,4.39E-09,
109.7,82.5,133,91,77,72,1.68E-09,2.63E-09,
109.8,77.8,133,91,77,72,2.63E-09,2.59E-09,
109.9,76.35,133,91,77,72,2.26E-09,2.21E-09,
110,75.2,133,91,77,72,1.92E-09,1.69E-09,
110.1,110,133,91,77,72,3.00E-09,4.74E-09,
110.2,106.8,133,91,77,72,4.53E-09,8.30E-09,
110.3,90.9,133,91,77,72,3.19E-09,3.82E-09,
110.4,88.15,133,91,77,72,2.04E-09,3.75E-09,
110.5,85.75,133,90.45,75.9,69.25,2.06E-09,3.68E-09,
110.6,78.55,133,90,75,67,2.00E-09,2.88E-09,
110.7,76.3,133,90,75,67,2.46E-09,2.10E-09,
110.8,75.5,133,90,75,67,2.52E-09,2.16E-09,
110.9,101.65,133,90,75,67,1.55E-09,3.15E-09,
111,112.95,133,90,75,67,4.60E-09,9.98E-09,
111.1,92.75,133,90,75,67,2.96E-09,6.03E-09,
111.2,88.35,133,90,75,67,2.27E-09,3.94E-09,
111.3,88.2,133,90,75,67,1.79E-09,3.71E-09,
111.4,79.8,133,90,74,70,2.27E-09,2.71E-09,
111.5,77.35,133,90,74,70,2.26E-09,3.06E-09,
111.6,76.4,133,90,74,70,2.01E-09,2.21E-09,
111.7,109.15,133,90,74,70,2.45E-09,2.67E-09,
111.8,111.1,133,90,74,70,5.46E-09,1.27E-08,
111.9,95.7,133,90,74,70,3.06E-09,4.39E-09,
112,89.05,133,90,74,70,2.15E-09,3.38E-09,
112.1,88.5,133,90,74,70,1.95E-09,2.68E-09,
112.2,80.35,133,90,74,70,2.35E-09,2.84E-09,
112.3,77.45,134.35,89.55,74.45,71.35,2.80E-09,2.79E-09,
112.4,76.5,136,89,75,73,2.21E-09,1.87E-09,
112.5,93.05,136,89,75,73,2.06E-09,3.04E-09,
112.6,122.7,136,89,75,73,4.98E-09,1.11E-08,
112.7,101.25,136,89,75,73,3.94E-09,1.05E-08,
112.8,90.45,136,89,75,73,1.55E-09,3.20E-09,
112.9,92.2,136,89,75,73,1.24E-09,4.38E-09,
113,83.4,134.1,89.95,75,75.85,2.07E-09,3.94E-09,
113.1,79.25,134,90,75,76,2.50E-09,2.32E-09,
113.2,78.15,134,90,75,76,2.14E-09,2.24E-09,
113.3,77.15,134,90,75,76,1.72E-09,2.09E-09,
113.4,118.6,134,90,75,76,3.55E-09,5.32E-09,
113.5,107.1,134,90,75,76,3.95E-09,1.01E-08,
113.6,94.2,134,90,75,76,3.26E-09,5.20E-09,
113.7,91.35,134,90,75,76,2.25E-09,3.60E-09,
113.8,88,132.7,90,75.65,73.4,2.15E-09,3.80E-09,
113.9,81,132,90,76,72,1.97E-09,3.04E-09,
114,79.1,132,90,76,72,1.79E-09,2.43E-09,
114.1,78.05,132,90,76,72,1.98E-09,2.49E-09,
114.2,88.55,132,90,76,72,1.61E-09,2.43E-09,
114.3,121.6,132,90,76,72,5.09E-09,1.18E-08,
114.4,95.5,132,90,76,72,4.42E-09,5.61E-09,
114.5,89.25,132,90,76,72,1.82E-09,3.10E-09,
114.6,90.8,132.1,90.1,75.9,71.8,2.27E-09,3.62E-09,
114.7,82.75,133,91,75,70,2.66E-09,3.11E-09,
114.8,79.5,133,91,75,70,1.86E-09,2.22E-09,
114.9,78.75,133,91,75,70,2.25E-09,2.81E-09,
115,83.65,133,91,75,70,1.60E-09,2.65E-09,
115.1,123.6,133,91,75,70,5.78E-09,9.02E-09,
115.2,98.3,136,91,75,70,4.44E-09,7.39E-09,
115.3,90.1,138,91,75.65,70,1.93E-09,5.20E-09,
115.4,93,138,91,76,70,2.56E-09,4.25E-09,
115.5,85.45,138,91,76,70,1.69E-09,4.18E-09,
115.6,82,138,91,76,70,2.03E-09,2.30E-09,
115.7,81.75,138,91,76,70,1.82E-09,2.72E-09,
115.8,92,138,91,76,70,2.00E-09,3.62E-09,
115.9,128.8,138,91,76,70,6.37E-09,9.93E-09,
116,103.9,138,91,76,70,3.84E-09,8.11E-09,
116.1,93.3,138,91,76,70,2.93E-09,3.60E-09,
116.2,93.95,138,91,76,70,1.81E-09,4.38E-09,
116.3,86.7,138,91,76,70,1.55E-09,3.41E-09,
116.4,82.35,138,91,76,70,2.38E-09,2.45E-09,
116.5,81.55,136.7,91,76,70,2.15E-09,2.71E-09,
116.6,87.75,136,91,76,70,2.50E-09,2.73E-09,
116.7,127.35,136,91,76,70,5.42E-09,1.04E-08,
116.8,106.55,136,91,76,70,4.42E-09,1.20E-08,
116.9,95.6,136,91,76,70,2.23E-09,6.69E-09,
117,97.05,136,91,76,70,2.13E-09,5.25E-09,
117.1,89.45,137.5,91.1,76.5,72.1,1.96E-09,2.84E-09,
117.2,84.5,139,93,77,76,2.20E-09,2.86E-09,
117.3,83.4,139,93,77,76,2.83E-09,2.70E-09,
117.4,81.5,139,93,77,76,2.04E-09,3.12E-09,
117.5,110.05,139,93,77,76,2.79E-09,7.21E-09,
117.6,120.85,139,93,77,76,5.72E-09,1.39E-08,
117.7,104.9,139,93,77,76,3.14E-09,6.61E-09,
117.8,96.45,139,93,77,76,2.42E-09,4.28E-09,
117.9,96.55,139,93.8,79,75.2,2.23E-09,6.58E-09,
118,88.3,139,95,82,74,2.34E-09,4.11E-09,
118.1,85.15,139,95,82,74,2.28E-09,2.86E-09,
118.2,83.95,139,95,82,74,1.84E-09,2.74E-09,
118.3,82.25,139,95,82,74,2.51E-09,2.72E-09,
118.4,118.9,139,95,82,74,3.38E-09,5.86E-09,
118.5,114.55,139,95,82,74,6.05E-09,9.96E-09,
118.6,100.7,139,95,82,74,3.23E-09,6.49E-09,
118.7,97.8,139,95,82,74,2.24E-09,4.71E-09,
118.8,94.8,135.7,95,81.15,70.6,1.69E-09,6.40E-09,
118.9,87.6,135,95,81,70,2.43E-09,3.07E-09,
119,85.6,135,95,81,70,1.96E-09,2.81E-09,
119.1,84.55,135,95,81,70,1.83E-09,2.63E-09,
119.2,92.75,135,95,81,70,2.03E-09,2.88E-09,
119.3,127.65,135,95,81,70,5.24E-09,1.01E-08,
119.4,104.45,135,95,81,70,4.13E-09,8.46E-09,
119.5,95.65,135,95,81,70,2.08E-09,4.26E-09,
119.6,98.8,135.1,95.1,81,69.9,1.45E-09,4.62E-09,
119.7,90.3,137,97,81,68,2.08E-09,4.04E-09,
119.8,87.1,137,97,81,68,2.18E-09,2.20E-09,
119.9,86,137,97,81,68,2.34E-09,2.30E-09,
120,86.4,137,97,81,68,2.06E-09,3.29E-09,
120.1,126.3,137,97,81,68,4.31E-09,7.01E-09,
120.2,110.9,137,97,81,68,5.14E-09,1.09E-08,
120.3,99.25,137,97,81,68,3.10E-09,4.84E-09,
120.4,100.05,137,97,81,68,2.22E-09,5.88E-09,
120.5,93.65,137,97,81,68,2.49E-09,4.21E-09,
120.6,88.35,137,97,81,68,2.41E-09,3.91E-09,
120.7,87.05,138.4,97,81,69.4,2.16E-09,2.69E-09,
120.8,84.9,139,97,81,70,1.89E-09,2.69E-09,
120.9,110.65,139,97,81,70,2.65E-09,2.91E-09,
121,125,139,97,81,70,5.62E-09,9.97E-09,
121.1,109.05,139,97,81,70,3.18E-09,7.34E-09,
121.2,99.8,139,97,81,70,2.10E-09,4.70E-09,
121.3,100.2,139.75,97,81.75,70.5,1.73E-09,4.72E-09,
121.4,92,142,97,84,72,3.00E-09,2.71E-09,
121.5,89.05,142,97,84,72,2.71E-09,2.51E-09,
121.6,88,142,97,84,72,2.21E-09,2.81E-09,
121.7,86.9,142,97,84,72,1.76E-09,2.01E-09,
121.8,128.1,142,97,84,72,3.60E-09,3.50E-09,
121.9,119.5,142,97,84,72,5.89E-09,1.26E-08,
122,106.5,142,97,84,72,3.31E-09,5.75E-09,
122.1,103.2,142,97,84,72,2.34E-09,4.83E-09,
122.2,98.85,142,97.85,84,71.15,2.63E-09,4.78E-09,
122.3,92.1,142,98,84,71,2.46E-09,3.50E-09,
122.4,89.7,142,98,84,71,1.88E-09,3.34E-09,
122.5,88.7,142,98,84,71,2.40E-09,3.45E-09,
122.6,86.85,142,98,84,71,2.40E-09,2.67E-09,
122.7,128.4,142,98,84,71,3.63E-09,7.56E-09,
122.8,118.9,142,98,84,71,5.37E-09,8.39E-09,
122.9,105.55,142,98,84,71,3.75E-09,5.88E-09,
123,103.75,142,98.3,84,70.7,2.30E-09,7.19E-09,
123.1,99.15,142,100,84,69,2.20E-09,4.20E-09,
123.2,92.5,142,100,84,69,3.03E-09,3.99E-09,#* co2 34 
123.3,90.8,142,100,84,69,2.82E-09,3.14E-09,
123.4,89.5,142,100,84,69,2.47E-09,3.80E-09,
123.5,91.45,142,100,84,69,2.29E-09,2.61E-09,
123.6,131.95,142,100,84,69,5.56E-09,1.28E-08,
123.7,111.75,142,100,84,69,4.30E-09,7.99E-09,
123.8,100.35,142,100,84,69,3.14E-09,5.63E-09,
123.9,103.6,141.9,100.15,84.15,68.55,2.04E-09,5.84E-09,
124,95.75,142,101,85,66,2.16E-09,3.91E-09,
124.1,91.35,142,101,85,66,2.96E-09,3.61E-09,
124.2,90.05,142,101,85,66,2.60E-09,3.01E-09,
124.3,88.5,142,101,85,66,1.84E-09,3.51E-09,
124.4,109.8,142,101,85,66,3.21E-09,3.77E-09,
124.5,128.35,142,101,85,66,5.72E-09,9.13E-09,
124.6,108.35,142,101,85,66,3.50E-09,5.72E-09,
124.7,102.6,142,101,85,66,2.35E-09,4.74E-09,
124.8,102.7,143.05,101.35,85.35,66.7,2.08E-09,3.21E-09,
124.9,94.7,145,102,86,68,2.15E-09,4.06E-09,
125,91.6,145,102,86,68,2.81E-09,3.11E-09,
125.1,90.5,145,102,86,68,2.81E-09,3.78E-09,
125.2,89.5,145,102,86,68,2.38E-09,2.81E-09,
125.3,131.7,145,102,86,68,3.48E-09,7.31E-09,
125.4,120.7,145,102,86,68,4.38E-09,5.45E-09,
125.5,106.95,145,102,86,68,3.85E-09,5.33E-09,
125.6,104.7,145,102,86,68,1.40E-09,5.25E-09,
125.7,99.65,145,102,86,68,2.56E-09,4.51E-09,
125.8,93.25,145,102,86,68,2.98E-09,3.11E-09,
125.9,90.7,145.95,101.05,86.95,69.9,3.00E-09,3.42E-09,
126,89.4,146,101,87,70,2.51E-09,3.00E-09,
126.1,86.6,146,101,87,70,2.49E-09,2.43E-09,
126.2,115.6,146,101,87,70,2.97E-09,4.22E-09,
126.3,129.95,146,101,87,70,6.78E-09,8.08E-09,
126.4,113.6,146,101,87,70,4.31E-09,7.56E-09,
126.5,115.05,146,101.2,87.2,70,3.07E-09,3.04E-09,
126.6,115.35,146,102,88,70,2.64E-09,5.95E-09,
126.7,115.45,146,102,88,70,2.41E-09,4.06E-09,
126.8,115.3,146,102,88,70,1.96E-09,3.06E-09,
126.9,115.4,146,102,88,70,2.40E-09,2.82E-09,
127,115.4,146,102,88,70,1.58E-09,2.57E-09,
127.1,115.45,146,102,88,70,2.25E-09,2.94E-09,
127.2,115.55,146,102,88,70,5.16E-09,1.00E-08,
127.3,114.55,146,102,88,70,4.60E-09,5.28E-09,
127.4,104.1,146,102,88,70,3.26E-09,5.04E-09,
127.5,104,146,102,87.15,64.9,1.92E-09,6.21E-09,
127.6,103.75,146,102,87,64,1.82E-09,3.76E-09,
127.7,103.95,146,102,87,64,2.47E-09,2.77E-09,
127.8,103.95,146,102,87,64,2.55E-09,3.31E-09,
127.9,103.9,146,102,87,64,2.66E-09,3.02E-09,
128,104,146,102,87,64,1.29E-09,1.99E-09,
128.1,104.2,146,102,87,64,3.63E-09,3.94E-09,
128.2,103.8,146,102,87,64,4.52E-09,1.03E-08,
128.3,106,146,102,87,64,3.90E-09,4.26E-09,
128.4,103.1,146.4,102,86.6,63.6,2.27E-09,5.96E-09,
128.5,104.55,147,102,86,63,1.84E-09,4.39E-09,
128.6,92.95,147,102,86,63,2.46E-09,3.94E-09,
128.7,92.35,147,102,86,63,2.07E-09,3.18E-09,
128.8,91.25,147,102,86,63,1.74E-09,3.37E-09,
128.9,88.9,147,102,86,63,2.00E-09,3.20E-09,
129,121.4,147,102,86,63,2.88E-09,2.79E-09,
129.1,126.15,147,102,86,63,5.88E-09,1.09E-08,
129.2,108.8,147,102,86,63,3.67E-09,5.43E-09,
